# Citilinc geofenced bus stops, transcribed from the NMPML RTI reply
# (letter 3120/2026, 17 Aug 2026), annexure pages 137-166 of 198.
# The PDF is a 300 DPI scan with no text layer, so this table was read
# off the page rather than parsed. sr is the source table's own row number.
# sr|depot|city|name|lat|lon
694|Nashik Road Depot|Nashik|Bharat Bhushan Society|19.97792|73.85792
695|Nashik Road Depot|Nashik|Prakash Borade Chowk|19.97816|73.85371
696|Nashik Road Depot|Nashik|Rajrajeshwari (U)|19.97937|73.84787
697|Nashik Road Depot|Nashik|Sailani Baba 1 (U)|19.97920|73.84310
698|Nashik Road Depot|Nashik|Upnagar Colony (U)|19.97334|73.82547
699|Nashik Road Depot|Nashik|City Center Mall (U)|19.99049|73.76303
700|Nashik Road Depot|Nashik|Tidke Nagar Chowk / Rushi Hotel (U)|19.98910|73.76678
701|Nashik Road Depot|Nashik|Bhabha Nagar / Dadasaheb Gaikwad Sabhagruh|19.98739|73.78917
702|Nashik Road Depot|Nashik|Nagji Hospital|19.98881|73.79368
703|Nashik Road Depot|Nashik|Indigo Park (D)|19.98420|73.77487
704|Nashik Road Depot|Nashik|Keval Park (U)|19.97465|73.73274
705|Tapovan Depot|Nashik|Panchavati Depot Corner 1 (U)|20.00893|73.80570
706|Nashik Road Depot|Nashik|Panchavati College (U)|20.00457|73.80303
707|Nashik Road Depot|Nashik|10va Mail Janori Phata 1 (D)|20.07192|73.90379
708|Nashik Road Depot|Nashik|10va Mail Janori Phata 1|20.07228|73.90379
709|Nashik Road Depot|Nashik|Tilak Nagar (D)|20.07820|73.91265
710|Nashik Road Depot|Nashik|Renuka Nagar (Ozer) (D)|20.08397|73.91841
711|Nashik Road Depot|Nashik|Khanderao Mandir (U)|20.09043|73.92320
712|Tapovan Depot|Nashik|Janshanti Dham (10va Mail)|20.07567|73.90887
713|Tapovan Depot|Nashik|Dargah|20.07940|73.99618
714|Tapovan Depot|Nashik|Oney (D)|20.07858|74.00119
715|Tapovan Depot|Nashik|New CBS / Civil Hospital (D)|19.99693|73.77944
716|Nashik Road Depot|Nashik|Wadala Naka|19.99401|73.79337
717|Nashik Road Depot|Nashik|Ashirwad|19.95875|73.83150
718|Tapovan Depot|Nashik|K.R.T Highschool (U)|20.14282|73.89033
719|Tapovan Depot|Nashik|Samata Nagar (U)|20.12315|73.88916
720|Tapovan Depot|Nashik|Vasti (Mohadi) (U)|20.11684|73.88915
721|Tapovan Depot|Nashik|Ozar Phata (U)|20.11019|73.89126
722|Tapovan Depot|Nashik|Janori (U)|20.10565|73.89010
723|Tapovan Depot|Nashik|Shreeniwas Nursary (U)|20.09522|73.89002
724|Tapovan Depot|Nashik|Bhangadwadi (U)|20.09203|73.89221
725|Tapovan Depot|Nashik|Fruit Company (U)|20.08789|73.89392
726|Tapovan Depot|Nashik|10 No. Chari (U)|20.08422|73.89658
727|Tapovan Depot|Nashik|Mathura Nagar (U)|20.07975|73.90003
728|Tapovan Depot|Nashik|Ware House / Kaliya Company (U)|20.06512|73.89385
729|Tapovan Depot|Nashik|Garware (Ozar Road) (U)|20.06192|73.89042
730|Tapovan Depot|Nashik|Viman Tal Gate (D)|20.11373|73.89084
731|Tapovan Depot|Nashik|Mahadeo Mandir (Mohadi Road) (D)|20.12995|73.89031
732|Tapovan Depot|Nashik|Vitthai Lawns (D)|20.13646|73.89060
733|Tapovan Depot|Nashik|Ingole Society (U)|19.96974|73.71851
734|Tapovan Depot|Nashik|Mhada Corner (U)|19.97151|73.72204
735|Tapovan Depot|Nashik|Jadhav Sankul (U)|19.97342|73.72214
736|Tapovan Depot|Nashik|Jadhav Township (U)|19.97607|73.72385
737|Tapovan Depot|Nashik|Datta Mandir (Mhada Road) (U)|19.97690|73.72682
738|Tapovan Depot|Nashik|Kandam Van (U)|19.98068|73.72524
739|Tapovan Depot|Nashik|Papaya Nursery / Ambad Phata (U)|19.98592|73.72406
740|Tapovan Depot|Nashik|Manpa Davakhana / Maharashtra Housing Colony Phata|19.98919|73.72867
741|Nashik Road Depot|Nashik|Khandoba Mandir / Mankar Mala (U)|20.04685|73.77642
742|Nashik Road Depot|Nashik|Gamne Mala (U)|20.04553|73.77811
743|Nashik Road Depot|Nashik|Ghadge Mala (U)|20.04017|73.78098
744|Nashik Road Depot|Nashik|Vadjaimata Nagar (U)|20.03329|73.78297
745|Nashik Road Depot|Nashik|Mahadev Baug / VNP Soc. (U)|20.02917|73.78356
746|Nashik Road Depot|Nashik|Peth Road Link Road (U)|20.02541|73.78465
747|Nashik Road Depot|Nashik|Shinde Nagar (U)|20.02329|73.78489
748|Nashik Road Depot|Nashik|Rukhmini Mangal Karyalaya (U)|20.02009|73.78638
749|Nashik Road Depot|Nashik|Madhuban Colony (U)|20.01609|73.78757
750|Nashik Road Depot|Nashik|Kranti Nagar (U)|20.01368|73.78840
751|Nashik Road Depot|Nashik|Makhmalabad Naka (D)|20.01182|73.79059
752|Nashik Road Depot|Nashik|Peth Road Link Road (D)|20.02467|73.78484
753|Nashik Road Depot|Nashik|Mahadev Mala / VNP Soc. (D)|20.02947|73.78351
754|Nashik Road Depot|Nashik|Vadjaimata Mandir (D)|20.03301|73.78306
755|Nashik Road Depot|Nashik|Ghadge Mala (D)|20.03529|73.78288
756|Nashik Road Depot|Nashik|Gamne Mala (D)|20.04560|73.77824
757|Tapovan Depot|Nashik|Manpa Davakhana / Maharashtra Housing Colony (D)|19.98920|73.72832
758|Tapovan Depot|Nashik|Saikheda Chofulli (U)|20.01176|74.00855
759|Tapovan Depot|Nashik|Amruta Tarle Vasti (Saikheda) (U)|20.01351|73.99895
760|Tapovan Depot|Nashik|Saikheda Phata (D)|20.01970|73.99588
761|Tapovan Depot|Nashik|Nagapur Phata (U)|20.01166|73.98365
762|Tapovan Depot|Nashik|Janaki Mangal Karyalaya (U)|20.00951|73.97829
763|Tapovan Depot|Nashik|Chitegaon Phata (U)|20.00489|73.95531
764|Tapovan Depot|Nashik|H.P. Petrol Pump (U)|19.99993|73.93212
765|Tapovan Depot|Nashik|Hinganavedhe Phata Pune Bypass (U)|19.99974|73.92503
766|Tapovan Depot|Nashik|Odha Railway Station (U)|19.99778|73.91271
767|Tapovan Depot|Nashik|Odha (U)|19.99711|73.90768
768|Tapovan Depot|Nashik|Aazad Nagar (U)|19.99982|73.89008
769|Tapovan Depot|Nashik|Mandsangavi Toll Naka (U)|20.00183|73.87961
770|Tapovan Depot|Nashik|Madsangavi Gaon (U)|20.00083|73.87368
771|Tapovan Depot|Nashik|Mandsangavi (U)|20.00091|73.87029
772|Tapovan Depot|Nashik|Vetalbaba Mandir (6 no chari) (U)|19.99865|73.85454
773|Tapovan Depot|Nashik|Manur Phata (U)|19.99801|73.84964
774|Tapovan Depot|Nashik|Nandur Naka 1 (U)|19.99726|73.84489
775|Tapovan Depot|Nashik|Seva Society (U)|20.00592|73.82374
776|Tapovan Depot|Nashik|Seva Society (D)|20.00595|73.82331
777|Tapovan Depot|Nashik|Nandur Naka 1 (D)|19.99672|73.84322
778|Tapovan Depot|Nashik|Dongre Vasti Gruha (U)|20.00530|73.77086
779|Tapovan Depot|Nashik|Vidya Vikas Circle (U)|20.00937|73.76634
780|Tapovan Depot|Nashik|Thatte Nagar (U)|20.01059|73.76305
781|Tapovan Depot|Nashik|S.T. Colony (Gangapur Road) (U)|20.01189|73.75896
782|Tapovan Depot|Nashik|Jehan Circle (U)|20.01194|73.75528
783|Tapovan Depot|Nashik|Aanandavalli (U)|20.01213|73.74804
784|Tapovan Depot|Nashik|Navsha Ganpati (U)|20.01299|73.74325
785|Tapovan Depot|Nashik|Shirin Colony (U)|20.01476|73.73771
786|Tapovan Depot|Nashik|Balaji Mandir (U)|20.02598|73.71957
787|Tapovan Depot|Nashik|Gangapur Gaon (U)|20.02987|73.71577
788|Tapovan Depot|Nashik|Govardhan (D)|20.02981|73.71257
789|Tapovan Depot|Nashik|Shalimar 1 (U)|20.00084|73.78646
790|Tapovan Depot|Nashik|Ch. Sambhaji Maharaj Naka 2 (D)|20.01079|73.81064
791|Tapovan Depot|Nashik|Aadgaon (D)|20.01465|73.81948
792|Tapovan Depot|Nashik|Bendkule Nagar (D)|20.01698|73.73547
793|Tapovan Depot|Nashik|Valmik Nagar Phata (D)|20.03890|73.91448
794|Tapovan Depot|Nashik|Vinchurgavli Phata (D)|20.03503|73.87584
795|Tapovan Depot|Nashik|Canal Road (D)|20.04150|73.92271
796|Tapovan Depot|Nashik|Nutan Vidyalay (D)|20.04224|73.92639
797|Tapovan Depot|Nashik|Ujjwal Agency (D)|19.99245|73.74549
798|Tapovan Depot|Nashik|Ujjwal Agency (U)|19.99229|73.74559
799|Nashik Road Depot|Nashik|Bhawar Tower|20.00985|73.71394
800|Tapovan Depot|Nashik|Lokmat (U)|19.94937|73.75053
801|Tapovan Depot|Nashik|Meltron / Express Inn Hotel (U)|19.95260|73.75474
802|Tapovan Depot|Nashik|Civil Hospital 1 (U)|19.99599|73.77894
803|Tapovan Depot|Nashik|Civil Hospital 1 (D)|19.99579|73.77789
804|Tapovan Depot|Nashik|Carbon Naka 1 (D)|20.00249|73.71179
805|Tapovan Depot|Nashik|Carbon Naka 1 (U)|20.00237|73.71230
806|Tapovan Depot|Nashik|Nagji Hospital (D)|19.98925|73.79285
807|Nashik Road Depot|Nashik|Godavari River|19.99126|73.89615
808|Tapovan Depot|Nashik|Mahendra House (U)|19.96271|73.76451
809|Tapovan Depot|Nashik|Ashwin Nagar (U)|19.95888|73.76053
810|Tapovan Depot|Nashik|CIDCO Office (D)|19.97117|73.77117
811|Tapovan Depot|Nashik|State Bank (U)|19.96924|73.76943
812|Tapovan Depot|Nashik|Rane Nagar 1 (U)|19.96589|73.76720
813|Tapovan Depot|Nashik|Dipali Nagar|19.98414|73.78323
814|Tapovan Depot|Nashik|Indira Nagar 1 (U)|19.97909|73.77974
815|Tapovan Depot|Nashik|Lekha Nagar 2 (D)|19.97278|73.77424
816|Tapovan Depot|Nashik|Ayodhya Nagar 1 (D)|19.96138|73.76397
817|Tapovan Depot|Nashik|Wasan Nagar (D)|19.95864|73.76094
818|Tapovan Depot|Nashik|Pathardi Phata 2 (D)|19.95664|73.75878
819|Tapovan Depot|Nashik|Dyaneshwar Nagar (D)|19.95213|73.76872
820|Tapovan Depot|Nashik|Sawant Chowk (D)|19.94974|73.77063
821|Tapovan Depot|Nashik|Jain Bhavan (U)|19.94740|73.83354
822|Tapovan Depot|Nashik|Mahalakshmi Nagar (D)|19.96742|73.74121
823|Tapovan Depot|Nashik|DGP Nagar 1 (D)|19.97001|73.74428
824|Tapovan Depot|Nashik|Shankar Chowk (D)|19.97956|73.75360
825|Tapovan Depot|Nashik|Uttam Nagar 1 (D)|19.96926|73.75538
826|Tapovan Depot|Nashik|Uttam Nagar 1 (U)|19.96938|73.75504
827|Nashik Road Depot|Nashik|Kala Nagar 1 (D)|19.96942|73.78253
828|Nashik Road Depot|Nashik|Kala Nagar 1 (U)|19.96936|73.78269
829|Nashik Road Depot|Nashik|Wadala Naka (U)|19.99431|73.79538
830|Nashik Road Depot|Nashik|Ganjmal (D)|19.99553|73.78845
831|Tapovan Depot|Nashik|Aayesha Nagar 1 (D)|19.99158|73.79346
832|Tapovan Depot|Nashik|Shalimar (D)|20.00039|73.78635
833|Tapovan Depot|Nashik|Gauri Shankar Mangal Karyalaya (D)|19.96772|73.75328
834|Tapovan Depot|Nashik|Bharat Nagar 1|19.98409|73.79222
835|Nashik Road Depot|Nashik|Z.P. Office|19.99784|73.78344
836|Nashik Road Depot|Nashik|Rajratna Nagar (D)|19.97250|73.75547
837|Nashik Road Depot|Nashik|Rajratna Nagar (U)|19.97115|73.75401
838|Nashik Road Depot|Nashik|Garware (Ambad Road) (D)|19.94444|73.74441
839|Nashik Road Depot|Nashik|Siemens (D)|19.95607|73.73519
840|Nashik Road Depot|Nashik|Nashik Cluster (D)|19.95980|73.73520
841|Nashik Road Depot|Nashik|Vinay Nagar (D)|19.98214|73.78222
842|Nashik Road Depot|Nashik|Kamod Nagar (D)|19.97634|73.77740
843|Nashik Road Depot|Nashik|Rajiv Nagar (D)|19.96875|73.77010
844|Tapovan Depot|Nashik|Sinnar Phata (D)|19.94725|73.84668
845|Tapovan Depot|Nashik|Bangali Baba (D)|19.92014|73.88405
846|Tapovan Depot|Nashik|Shinde Gaon (D)|19.91486|73.89843
847|Tapovan Depot|Nashik|Toll Naka (D)|19.90929|73.90650
848|Tapovan Depot|Nashik|Chincholi Phata (D)|19.90244|73.91635
849|Tapovan Depot|Nashik|Vikhe Patil Engg. College (D)|19.89083|73.93306
850|Tapovan Depot|Nashik|L&T Phata / Malegaon Phata (D)|19.86480|73.96535
851|Tapovan Depot|Nashik|Jindal Phata / MIDC Phata No.2|19.86270|73.97022
852|Tapovan Depot|Nashik|MIDC Phata (Sarda) (D)|19.85947|73.97630
853|Tapovan Depot|Nashik|Sinnar Mahavidyalaya (D)|19.85104|73.98543
854|Nashik Road Depot|Nashik|Paste Phata (Aadva Phata) (D)|19.84752|73.98939
855|Tapovan Depot|Nashik|Sinnar Bus Stand (D)|19.84401|73.99346
856|Tapovan Depot|Nashik|Jetvan Nagar (D)|19.96376|73.82100
857|Tapovan Depot|Nashik|Gaikwad Mala (D)|19.95757|73.82399
858|Tapovan Depot|Nashik|Tulja Bhawani Mandir (D)|19.95407|73.82467
859|Tapovan Depot|Nashik|Lavhate Nagar (D)|19.95086|73.82551
860|Tapovan Depot|Nashik|Artilari Centre (D)|19.94664|73.82650
861|Tapovan Depot|Nashik|Abhiyanta Nagar (D)|19.97702|73.75023
862|Tapovan Depot|Nashik|Kamatwada (D)|19.97432|73.74886
863|Tapovan Depot|Nashik|Ambad Jalkumbh (U)|19.96315|73.73876
864|Tapovan Depot|Nashik|XLO Point (D)|19.96319|73.73594
865|Tapovan Depot|Nashik|Ram Krishna Nagar (D)|19.96416|73.73121
866|Tapovan Depot|Nashik|CBS / Mela Stand (D)|20.00077|73.78105
867|Tapovan Depot|Nashik|Rajiv Gandhi Bhavan (D)|20.00141|73.77619
868|Tapovan Depot|Nashik|Kulkarni Garden (D)|20.00222|73.77330
869|Tapovan Depot|Nashik|Canada Corner (D)|20.00283|73.77159
870|Tapovan Depot|Nashik|Ashavari Chambers (D)|20.00517|73.76776
871|Tapovan Depot|Nashik|Yewalekar Mala (D)|20.00583|73.76401
872|Tapovan Depot|Nashik|HPT College (D)|20.00689|73.76043
873|Tapovan Depot|Nashik|Bhosla College / Model Colony (D)|20.00825|73.75647
874|Tapovan Depot|Nashik|Samarth Nagar (D)|20.00694|73.75479
875|Tapovan Depot|Nashik|Parijat Nagar (D)|20.00248|73.75423
876|Tapovan Depot|Nashik|Indian Tool (D)|19.99555|73.73063
877|Tapovan Depot|Nashik|Glaxo Company (D)|19.94927|73.73878
878|Nashik Road Depot|Nashik|Power House (D)|19.95155|73.73656
879|Tapovan Depot|Nashik|Kadve Naagr (U)|19.95458|73.76485
880|Tapovan Depot|Nashik|Saptshrungi Hospital (U)|19.95530|73.76279
881|Nashik Road Depot|Nashik|Bytco 3 (U)|19.95529|73.83793
882|Nashik Road Depot|Nashik|GymKhana Road (Kanya Vidhyalai) (D)|19.95845|73.83868
883|Nashik Road Depot|Nashik|Jail Taki (U)|19.97081|73.84014
884|Tapovan Depot|Nashik|Chhatrapati Shivaji Maharaj Nagar (U)|19.97407|73.84089
885|Nashik Road Depot|Nashik|Sailani Baba (U)|19.97930|73.84262
886|Nashik Road Depot|Nashik|Dasak (U)|19.98340|73.84461
887|Nashik Road Depot|Nashik|Laxmi Nagar (U)|19.98672|73.84512
888|Nashik Road Depot|Nashik|Nandur Goan (U)|19.99259|73.84418
889|Nashik Road Depot|Nashik|Nandur Naka (U)|19.99614|73.84375
890|Nashik Road Depot|Nashik|Kapaleswar Nagar (U)|20.00701|73.82110
891|Tapovan Depot|Nashik|Vavi Ves (Shirdi Phata) (U)|19.84522|74.00267
892|Tapovan Depot|Nashik|Press Gate (U)|19.96646|73.83949
893|Tapovan Depot|Nashik|Pathardi Phata 1 (U)|19.95627|73.75798
894|Tapovan Depot|Nashik|Indira Nagar 1 (D)|19.97865|73.77938
895|Nashik Road Depot|Nashik|Lekha Nagar 2 (U)|19.97249|73.77393
896|Tapovan Depot|Nashik|Rane Nagar (U)|19.96573|73.76773
897|Nashik Road Depot|Nashik|Ayodhya Nagar 1 (U)|19.96110|73.76373
898|Nashik Road Depot|Nashik|Pathardi Gaon|19.94449|73.77425
899|Tapovan Depot|Nashik|Pathardi Gaon 1 (U)|19.94453|73.77366
900|Tapovan Depot|Nashik|Lekha Nagar 1 (U)|19.97295|73.77325
901|Tapovan Depot|Nashik|CBS 2 (D)|20.00263|73.78307
902|Nashik Road Depot|Nashik|Old Adgaon Naka (D)|20.00927|73.80243
903|Nashik Road Depot|Nashik|Bane Chal (D)|19.89308|73.83323
904|Tapovan Depot|Nashik|Sainath Nagar (U)|19.97811|73.79021
905|Tapovan Depot|Nashik|Bapu Bangla (U)|19.97353|73.78626
906|Tapovan Depot|Nashik|Pandav Nagari (D)|19.96071|73.77777
907|Tapovan Depot|Nashik|Guru Govindsingh College (U)|19.95864|73.77740
908|Tapovan Depot|Nashik|Park Side (U)|19.95164|73.77561
909|Tapovan Depot|Nashik|Pathardi Gaon (D)|19.94478|73.77396
910|Nashik Road Depot|Nashik|Suryosoham Society (U)|20.05338|73.79969
911|Nashik Road Depot|Nashik|Mahadev Mandir (Mhasrul Road) (D)|20.04911|73.80121
912|Nashik Road Depot|Nashik|Makhamalabad Link Road (D)|20.05026|73.80535
913|Nashik Road Depot|Nashik|Mhasrul (D)|20.04878|73.80625
914|Nashik Road Depot|Nashik|Adivasi Sankul (D)|20.05489|73.79960
915|Nashik Road Depot|Nashik|Reliance Petrol Pump (U)|20.03529|73.80353
916|Nashik Road Depot|Nashik|R.T.O Corner (U)|20.03227|73.80272
917|Nashik Road Depot|Nashik|Meri Colony (U)|20.03022|73.80200
918|Tapovan Depot|Nashik|Tarwala Nagar (U)|20.02617|73.80060
919|Tapovan Depot|Nashik|Vidhyut Nagar (D)|20.02048|73.79845
920|Tapovan Depot|Nashik|Panchavati Karanja 2 (U)|20.01005|73.79410
921|Tapovan Depot|Nashik|CBS 1 (D)|20.00391|73.78373
922|Tapovan Depot|Nashik|Ashok Stambh (U)|20.00658|73.78458
923|Tapovan Depot|Nashik|Adivasi Bhawan (D)|19.99658|73.78151
924|Tapovan Depot|Nashik|Kalika Mandir (U)|19.99147|73.78302
925|Tapovan Depot|Nashik|Mahamarg 2 (D)|19.98717|73.78366
926|Tapovan Depot|Nashik|Mahamarg 1 (U)|19.98760|73.78375
927|Tapovan Depot|Nashik|Prakash Petrol Pump (D)|19.98403|73.78263
928|Tapovan Depot|Nashik|Govind Nagar (D)|19.98260|73.78194
929|Tapovan Depot|Nashik|Symbiosis College (D)|19.96145|73.75436
930|Tapovan Depot|Nashik|Bhujbal Farm (U)|19.97880|73.77901
931|Tapovan Depot|Nashik|Deccan Petrol Pump (D)|19.97690|73.77708
932|Tapovan Depot|Nashik|Lekha Nagar (D)|19.97348|73.77305
933|Tapovan Depot|Nashik|Shopping Centre (D)|19.97487|73.77154
934|Tapovan Depot|Nashik|Chhatrapati Shivaji Maharaj Chowk (D)|19.97651|73.76964
935|Tapovan Depot|Nashik|Maharana Pratap Chowk (D)|19.97353|73.76583
936|Tapovan Depot|Nashik|Dutt Chowk (D)|19.97126|73.76353
937|Tapovan Depot|Nashik|Vijay Nagar (D)|19.96809|73.76032
938|Tapovan Depot|Nashik|Savata Nagar (D)|19.97961|73.75650
939|Tapovan Depot|Nashik|Raigad Chowk (D)|19.97721|73.75613
940|Tapovan Depot|Nashik|Uttam Nagar (D)|19.96976|73.75508
941|Tapovan Depot|Nashik|Atul Dairy (D)|19.96532|73.75338
942|Tapovan Depot|Nashik|Upendra Nagar (D)|19.96334|73.75384
943|Tapovan Depot|Nashik|Trimurti Chowk (D)|19.98422|73.75663
944|Tapovan Depot|Nashik|Datta Mandir (Pavan Nagar Road) (U)|19.98646|73.75790
945|Tapovan Depot|Nashik|Untwadi (D)|19.98867|73.76037
946|Tapovan Depot|Nashik|Raviwar Karanja (D)|20.00707|73.78786
947|Tapovan Depot|Nashik|Satpur Bus Stand (D)|19.99067|73.73194
948|Tapovan Depot|Nashik|Dhruv Nagar (D)|20.01374|73.71594
949|Tapovan Depot|Nashik|Motiwala College (U)|20.01768|73.71793
950|Tapovan Depot|Nashik|Bardan Phata (D)|20.02485|73.72123
951|Tapovan Depot|Nashik|Chhatrapati Shivaji Maharaj Nagar (Bardan Phata Road) (D)|20.00521|73.71154
952|Tapovan Depot|Nashik|Carbon Naka (D)|20.00199|73.71150
953|Tapovan Depot|Nashik|Shramik Nagar (D)|19.99564|73.71165
954|Tapovan Depot|Nashik|New Mahindra Gate (D)|19.99409|73.71149
955|Tapovan Depot|Nashik|Ashok Nagar (U)|19.99088|73.71246
956|Tapovan Depot|Nashik|Ashok Nagar (D)|19.99045|73.71283
957|Tapovan Depot|Nashik|Rajya Karmachari Society (U)|19.98959|73.71691
958|Tapovan Depot|Nashik|ESI Hospital (D)|19.99106|73.73417
959|Tapovan Depot|Nashik|Satpur Manpa Vibhagiya Karyalaya (U)|19.99119|73.73752
960|Tapovan Depot|Nashik|ITI (Satpur) (U)|19.99271|73.74843
961|Tapovan Depot|Nashik|A.B.B Circle (D)|19.99375|73.75278
962|Tapovan Depot|Nashik|Dudh Dairy (U)|19.99456|73.76531
963|Tapovan Depot|Nashik|Panchayat Samiti (D)|19.99476|73.76825
964|Tapovan Depot|Nashik|Ved Mandir (D)|19.99516|73.77399
965|Tapovan Depot|Nashik|Panchavati Depot (D)|20.00933|73.80454
966|Tapovan Depot|Nashik|Malegaon Stand (U)|20.00926|73.79144
967|Nashik Road Depot|Nashik|Nehru Nagar (U)|19.96476|73.82377
968|Tapovan Depot|Nashik|Upnagar Police Station (D)|19.96606|73.82181
969|Nashik Road Depot|Nashik|Upnagar Police Station (U)|19.96588|73.82232
970|Nashik Road Depot|Nashik|Upnagar (D)|19.96997|73.81716
971|Nashik Road Depot|Nashik|Gandhi Nagar (U)|19.97356|73.81335
972|Nashik Road Depot|Nashik|Ambedkar Nagar 1 (D)|19.97674|73.81003
973|Nashik Road Depot|Nashik|Ambedkar Nagar 1 (U)|19.97679|73.81027
974|Tapovan Depot|Nashik|Bodhale Nagar (D)|19.98082|73.80615
975|Tapovan Depot|Nashik|Siddharth Hotel (D)|19.98474|73.80261
976|Tapovan Depot|Nashik|Purnima (U)|19.98892|73.80003
977|Nashik Road Depot|Nashik|Dwarka 2 (U)|19.99279|73.79805
978|Nashik Road Depot|Nashik|Shalimar (U)|20.00049|73.78675
979|Nashik Road Depot|Nashik|Ayodhya Nagar (U)|20.02082|73.82088
980|Nashik Road Depot|Nashik|S.S.D Nagar (U)|20.02215|73.81791
981|Nashik Road Depot|Nashik|Hirawadi Fata (D)|20.02235|73.81537
982|Nashik Road Depot|Nashik|Kamal Nagar (U)|20.01921|73.81465
983|Nashik Road Depot|Nashik|Lathe Nagar (U)|20.01862|73.81281
984|Nashik Road Depot|Nashik|Hirawadi (D)|20.01715|73.80926
985|Nashik Road Depot|Nashik|Trimurti Nagar (D)|20.01429|73.80650
986|Nashik Road Depot|Nashik|Khode Nagar / Hirawadi (U)|20.01177|73.80432
987|Nashik Road Depot|Nashik|Ayesha Nagar (D)|19.99286|73.79433
988|Nashik Road Depot|Nashik|State Bank Colony (D)|19.99066|73.79024
989|Nashik Road Depot|Nashik|Mahamarg (D)|19.98764|73.78490
990|Nashik Road Depot|Nashik|Vadala Chowk (U)|19.96815|73.79932
991|Nashik Road Depot|Nashik|Kala Nagar (D)|19.96958|73.78336
992|Nashik Road Depot|Nashik|Mhada Colony (D)|19.96826|73.78980
993|Nashik Road Depot|Nashik|Vadala Gaon (U)|19.96782|73.79438
994|Nashik Road Depot|Nashik|Ganapati Mandir (U)|19.96863|73.80443
995|Nashik Road Depot|Nashik|DGP Nagar (D)|19.96996|73.80562
996|Nashik Road Depot|Nashik|Ambedkar Nagar (D)|19.97542|73.81023
997|Nashik Road Depot|Nashik|Ambedkar Nagar (U)|19.97546|73.81045
998|Tapovan Depot|Nashik|Bhatia (D)|19.92114|73.83346
999|Tapovan Depot|Nashik|Barn School Phata (D)|19.88224|73.83317
1000|Tapovan Depot|Nashik|Kendriya Vidhyalaya (D)|19.88582|73.83311
1001|Tapovan Depot|Nashik|Devi Mandir (U)|19.88899|73.83273
1002|Tapovan Depot|Nashik|Workshop (U)|19.89713|73.83184
1003|Tapovan Depot|Nashik|Deolali Railway Station (U)|19.89892|73.83266
1004|Tapovan Depot|Nashik|Deolali Naka (U)|19.90453|73.83293
1005|Tapovan Depot|Nashik|Sansari Gaon|19.90653|73.83290
1006|Tapovan Depot|Nashik|Sansari Naka (U)|19.90695|73.83257
1007|Tapovan Depot|Nashik|Jamal (U)|19.91352|73.83308
1008|Tapovan Depot|Nashik|Kothari (D)|19.91695|73.83326
1009|Tapovan Depot|Nashik|6 No Naka (D)|19.92660|73.83379
1010|Tapovan Depot|Nashik|Saubhagya Nagar (U)|19.92969|73.83418
1011|Tapovan Depot|Nashik|Maharaja (D)|19.93378|73.83424
1012|Nashik Road Depot|Nashik|Sathe Nagar (D)|19.94051|73.83525
1013|Nashik Road Depot|Nashik|Bytco (D)|19.95229|73.83732
1014|Tapovan Depot|Nashik|Andhshala (D)|19.96174|73.82740
1015|Nashik Road Depot|Nashik|Gramin Police Vasahat (U)|20.04128|73.84708
1016|Nashik Road Depot|Nashik|Mhasrul Fata (D)|20.03473|73.85169
1017|Nashik Road Depot|Nashik|Medical Phata 1 (D)|20.03142|73.85586
1018|Nashik Road Depot|Nashik|Konark Nagar (U)|20.02716|73.84575
1019|Nashik Road Depot|Nashik|Swami Samarth Nagar (U)|20.02481|73.84011
1020|Nashik Road Depot|Nashik|Dhatrak Phata (U)|20.02242|73.83607
1021|Nashik Road Depot|Nashik|Hanuman Nagar (U)|20.01946|73.83125
1022|Tapovan Depot|Nashik|Bafna Bajar / Laxmi Nagar (U)|20.01824|73.82885
1023|Nashik Road Depot|Nashik|Amrut Dham 2 (D)|20.01686|73.82505
1024|Nashik Road Depot|Nashik|Ganesh Mandir (D)|20.01887|73.82354
1025|Nashik Road Depot|Nashik|Mathura Nagar (D)|20.08021|73.89986
1026|Nashik Road Depot|Nashik|Fruit Company (D)|20.08741|73.89411
1027|Nashik Road Depot|Nashik|Bhangadwadi (D)|20.09212|73.89193
1028|Nashik Road Depot|Nashik|Shreeniwas Nursary (D)|20.09800|73.89002
1029|Nashik Road Depot|Nashik|Janori (D)|20.10525|73.89019
1030|Nashik Road Depot|Nashik|Ozar Phata (D)|20.10984|73.89136
1031|Nashik Road Depot|Nashik|Viman Tal Gate (U)|20.11289|73.89103
1032|Nashik Road Depot|Nashik|Vasti (Mohadi) (D)|20.11694|73.88911
1033|Nashik Road Depot|Nashik|Samata Nagar (D)|20.12361|73.88933
1034|Nashik Road Depot|Nashik|Mahadeo Mandir (Mohadi Road) (U)|20.13040|73.89034
1035|Nashik Road Depot|Nashik|Vitthai Lawns (U)|20.13673|73.89060
1036|Nashik Road Depot|Nashik|K.R.T Highschool (D)|20.14234|73.89036
1037|Nashik Road Depot|Nashik|Rajwada (D)|20.14195|73.89260
1038|Nashik Road Depot|Nashik|Mohadi Stand|20.14421|73.89413
1039|Nashik Road Depot|Nashik|10 No. Chari (D)|20.08378|73.89697
1040|Nashik Road Depot|Nashik|10 vha Mail (Janori Phata) (U)|20.07276|73.90383
1041|Nashik Road Depot|Nashik|Mungasara Fata|20.05242|73.72703
1042|Nashik Road Depot|Nashik|Ayush Farm|19.91678|73.68991
